ID,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.37565203154296045,0.26021034067283993,0.3641376277841996
25547,Neutral,0.3749845838107262,0.2610097924811549,0.3640056237081189
25548,Neutral,0.3578609061833135,0.28663209978624365,0.35550699403044284
25549,Neutral,0.3576136480789197,0.286494983598903,0.3558913683221773
25550,LOF,0.3526052758932122,0.2912468519626329,0.35614787214415483
25551,LOF,0.35450011516151597,0.28948994524320293,0.3560099395952812
25552,LOF,0.3527865084575495,0.28937287649565596,0.3578406150467946
25553,Neutral,0.364082154459485,0.28187433940520634,0.3540435061353086
25554,Neutral,0.3562961999669331,0.28751930459321356,0.3561844954398534
25555,LOF,0.35376428941530313,0.2882680744619766,0.3579676361227203
25556,Neutral,0.3582355569399431,0.28634629032823034,0.35541815273182664
25557,LOF,0.35458777681752385,0.28667023449186196,0.35874198869061424
25558,Neutral,0.38238800353103075,0.23923400413820495,0.3783779923307642
25559,LOF,0.3396399740035411,0.31834097447132714,0.3420190515251317
25560,LOF,0.3415310186465648,0.3051158049489096,0.3533531764045256
25561,LOF,0.33282058519150953,0.3229529917502482,0.3442264230582422
25562,LOF,0.3396361553110804,0.30986774235594905,0.3504961023329706
25563,LOF,0.3373306868375,0.3109500539930271,0.35171925916947283
25564,LOF,0.34328125327547,0.30823441551959246,0.34848433120493755
25565,LOF,0.34537493206429837,0.29228927167965507,0.3623357962560466
25566,LOF,0.3315203378865998,0.3298654646553146,0.33861419745808563
25567,LOF,0.3599034782913922,0.24587202965437505,0.3942244920542327
25568,LOF,0.38265081925395633,0.21844246950471774,0.3989067112413259
25569,LOF,0.34472517220850585,0.28087927260078593,0.3743955551907082
25570,LOF,0.3302409298529381,0.27478124573389456,0.3949778244131673
25571,LOF,0.34429316347686895,0.2438016070973133,0.41190522942581786
25572,LOF,0.34827464025809346,0.28426098890634605,0.36746437083556044
25573,LOF,0.34670320956317296,0.27988877746088925,0.3734080129759378
25574,LOF,0.3380709841687869,0.2936738433430724,0.3682551724881407
25575,LOF,0.3105580074627647,0.31788936261911294,0.37155262991812227
25576,LOF,0.33187256171131563,0.2970190100656739,0.37110842822301043
25577,LOF,0.3376869312226022,0.29659248312724446,0.3657205856501534
25578,Neutral,0.3611838767152553,0.2788718102158037,0.359944313068941
25579,LOF,0.35929976149520665,0.28128531787173944,0.3594149206330539
25580,LOF,0.31591105294285976,0.3246898669115026,0.35939908014563765
25581,LOF,0.3429512218017836,0.27391519220084254,0.38313358599737385
25582,LOF,0.3535106087676262,0.27493504345397185,0.37155434777840196
25583,LOF,0.32955331871965865,0.2871373076604148,0.3833093736199265
25584,Neutral,0.3781343819202796,0.26113636851631755,0.3607292495634028
25585,LOF,0.3405040839197887,0.305012225448301,0.3544836906319103
25586,LOF,0.3263336887257749,0.3127963827931246,0.3608699284811005
25587,LOF,0.3194501219556771,0.3253396864539466,0.35521019159037615
25588,LOF,0.32327619153473836,0.3221355871782909,0.3545882212869707
25589,LOF,0.35489001393692665,0.2812318636698808,0.3638781223931925
25590,LOF,0.34676496056090067,0.2948239459716855,0.3584110934674139
25591,LOF,0.3613040425593184,0.27207854756360406,0.36661740987707747
25592,LOF,0.3290504040258887,0.31125809237319524,0.359691503600916
25593,LOF,0.35229503950224006,0.28243932878119254,0.36526563171656734
25594,LOF,0.3366873121775386,0.32021249074449804,0.34310019707796335
25595,LOF,0.3387037401459447,0.319206383595945,0.3420898762581104
25596,LOF,0.34067860737434014,0.31275261293981643,0.34656877968584343
25597,LOF,0.332989024828332,0.31765808996904876,0.34935288520261926
25598,LOF,0.3431632391519342,0.30574822935521057,0.3510885314928552
25599,LOF,0.32524587013385303,0.31795409897968957,0.35680003088645745
25600,LOF,0.34053314823799535,0.30529742710605273,0.35416942465595197
25601,LOF,0.33392461762899267,0.310018639033847,0.3560567433371603
25602,LOF,0.3354387529323951,0.315286937345834,0.3492743097217709
25603,LOF,0.33048190215064543,0.32073437983627917,0.3487837180130753
25604,LOF,0.3324434228704217,0.3186979354889339,0.34885864164064445
25605,LOF,0.3283399729033455,0.32071785863719365,0.3509421684594609
25606,LOF,0.3413891277084486,0.3171026044692389,0.34150826782231253
25607,LOF,0.3190008889925623,0.3265017621169407,0.354497348890497
25608,LOF,0.3254360828575806,0.3293199562193643,0.34524396092305526
25609,LOF,0.33403685164340413,0.32687312787816813,0.3390900204784277
25610,LOF,0.34441780906851255,0.293466501677503,0.36211568925398446
25611,LOF,0.3445025770235588,0.2901558026892952,0.36534162028714595
25612,LOF,0.340993429491229,0.3010093914299826,0.3579971790787883
25613,LOF,0.33630836195177083,0.29858837739522687,0.3651032606530023
25614,LOF,0.3268524926421689,0.3262829707972858,0.34686453656054533
25615,LOF,0.33470418690931897,0.3158307716784584,0.3494650414122225
25616,LOF,0.3343305776255424,0.3176307979548828,0.3480386244195748
25617,LOF,0.33203180466592175,0.3198809642006974,0.3480872311333809
25618,LOF,0.3266894580833105,0.32553022532783404,0.3477803165888555
25619,LOF,0.31968453854883216,0.3296162702109077,0.35069919124026006
25620,LOF,0.3352154222485317,0.3176623203129705,0.3471222574384979
25621,LOF,0.3387748557857468,0.30629697345981893,0.3549281707544343
25622,LOF,0.34061665830344756,0.3109270345359963,0.3484563071605562
25623,LOF,0.3345047125068235,0.31852624323203266,0.34696904426114383
25624,LOF,0.32521824675776695,0.3260965001627304,0.34868525307950254
25625,LOF,0.33720257521721675,0.3121830248852278,0.35061439989755544
25626,LOF,0.3383528508047758,0.305320651083466,0.3563264981117582
25627,Neutral,0.3884493115727776,0.24902461428782593,0.36252607413939647
25628,LOF,0.359563245573265,0.27744966418625944,0.36298709024047554
25629,LOF,0.3536160582734806,0.2894500458221753,0.35693389590434405
25630,LOF,0.3612769011371418,0.2729789100215641,0.36574418884129406
25631,Neutral,0.3638238380611544,0.2754182943088967,0.3607578676299488
25632,LOF,0.351887446133217,0.2879055221547647,0.36020703171201834
25633,Neutral,0.3533185831256057,0.2954245013380857,0.3512569155363086
25634,LOF,0.3465419442803046,0.2965947015102862,0.3568633542094092
25635,LOF,0.34127778166564804,0.3042555705884061,0.35446664774594583
25636,LOF,0.32825901661068274,0.3269589664331238,0.3447820169561935
25637,LOF,0.32270767433197073,0.3334174999322972,0.343874825735732
25638,LOF,0.33118885602551273,0.32671940145641276,0.3420917425180745
25639,LOF,0.31551008454868384,0.31391878265817813,0.37057113279313797
25640,Neutral,0.33807689967507587,0.32926593089995715,0.33265716942496704
25641,LOF,0.3301619578718009,0.3279066318701578,0.3419314102580412
25642,LOF,0.33125549275061583,0.3214954945905231,0.3472490126588611
25643,LOF,0.3370289325893042,0.3192266673141468,0.3437444000965489
25644,LOF,0.3283247799290994,0.30451455290410645,0.36716066716679413
25645,LOF,0.3411131742458167,0.2967910997397483,0.36209572601443496
25646,LOF,0.33664969291811586,0.3066934070562709,0.35665690002561323
25647,LOF,0.32362195724390663,0.3132554925773211,0.3631225501787723
25648,LOF,0.29938147501134754,0.3237695493778647,0.37684897561078784
25649,LOF,0.3232255137094895,0.29645601634482555,0.380318469945685
25650,LOF,0.3436351606290093,0.2926590760265217,0.363705763344469
25651,LOF,0.323479245770067,0.30018408393763946,0.37633667029229356
25652,LOF,0.34898696919958583,0.2783835679918277,0.37262946280858644
25653,LOF,0.3350343632670955,0.29983960481461214,0.3651260319182923
25654,LOF,0.32348517221625667,0.3152675010995783,0.36124732668416504
25655,LOF,0.3242635154067341,0.3113885010779775,0.3643479835152885
25656,LOF,0.3437128527248305,0.30623394540986715,0.35005320186530237
25657,LOF,0.33638513847433216,0.3092263676153935,0.35438849391027427
25658,Neutral,0.3472901028287302,0.30646947690731785,0.3462404202639519
25659,LOF,0.343935175995166,0.3033369781054493,0.35272784589938466
25660,LOF,0.3252541571385144,0.3242507941191536,0.350495048742332
25661,LOF,0.335195876339724,0.312638226135713,0.35216589752456295
25662,LOF,0.33738040923613033,0.3108870556063373,0.35173253515753244
25663,LOF,0.3352494097448538,0.3152898493615375,0.3494607408936088
25664,LOF,0.35705464734907666,0.28582324016301885,0.35712211248790454
25665,LOF,0.3454673476224907,0.3036307931826587,0.3509018591948506
25666,LOF,0.3430069354780325,0.3085875322804517,0.3484055322415157
25667,LOF,0.335493440422165,0.3133319085216626,0.35117465105617235
25668,LOF,0.33733478192174965,0.3115807994445567,0.3510844186336936
25669,LOF,0.33310975080670785,0.316115516381592,0.35077473281170013
25670,LOF,0.34224585042162436,0.30769967436217005,0.35005447521620564
25671,LOF,0.3387647006368824,0.3142147515901483,0.3470205477729693
25672,LOF,0.34363628057798623,0.3046009201206567,0.3517627993013571
25673,LOF,0.3519266491213211,0.28665215605241906,0.3614211948262599
25674,LOF,0.3495050169993554,0.28894432556968047,0.36155065743096404
25675,LOF,0.3423565513577951,0.29461357690926904,0.363029871732936
25676,LOF,0.32454196697393345,0.3274921742394687,0.34796585878659786
25677,LOF,0.32709919222454403,0.3205861574918934,0.3523146502835626
25678,LOF,0.33438320970237456,0.3168716748964476,0.3487451154011779
25679,LOF,0.3394926102669932,0.3102602775807646,0.35024711215224225
25680,LOF,0.3276105646604612,0.3239113590049879,0.3484780763345508
25681,LOF,0.3308463775049265,0.32102180408505415,0.3481318184100194
25682,LOF,0.3401612550670351,0.3123049682447559,0.34753377668820906
25683,LOF,0.3441873995360091,0.30897356586913327,0.3468390345948576
25684,LOF,0.333043290841881,0.3179287511161343,0.34902795804198467
25685,LOF,0.3519566973773623,0.28306439766394403,0.36497890495869373
25686,LOF,0.36554214410877306,0.24646770958000133,0.3879901463112257
25687,LOF,0.3524713697397921,0.2709929443086657,0.3765356859515422
25688,Neutral,0.36274100733074166,0.2767970737544313,0.360461918914827
25689,LOF,0.367983970112968,0.2621333136399132,0.3698827162471188
25690,Neutral,0.37867865300439163,0.2633199305420685,0.35800141645353994
25691,Neutral,0.389563349660885,0.23727427834291906,0.3731623719961959
25692,Neutral,0.3608384083600034,0.2844529153163579,0.35470867632363867
25693,LOF,0.32019486467376784,0.3383726825235441,0.3414324528026881
25694,LOF,0.34375911860662467,0.30199099002775615,0.35424989136561913
25695,LOF,0.3433782275283908,0.2997859017587382,0.35683587071287104
25696,LOF,0.3421225281057457,0.30564855060459495,0.35222892128965944
25697,LOF,0.3397950094573417,0.31511805558394884,0.3450869349587094
25698,Neutral,0.3377471787199446,0.3279051888243716,0.3343476324556837
25699,LOF,0.3431491289047278,0.3112833242501579,0.3455675468451142
