ID,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.6655508015983541,0.054283356340087165,0.2801658420615587
25547,Neutral,0.5075595024654151,0.09449773955559412,0.39794275797899076
25548,Neutral,0.5023667296662385,0.07782537634227614,0.4198078939914853
25549,LOF,0.4288495310656961,0.07955128285518286,0.4915991860791209
25550,LOF,0.3584162969424512,0.11932390416679509,0.5222597988907537
25551,LOF,0.3152641358733208,0.12819978106352864,0.5565360830631505
25552,LOF,0.2568710463499532,0.12162712739753763,0.621501826252509
25553,Neutral,0.8185122378088465,0.04254200693234817,0.13894575525880543
25554,LOF,0.30527066589646634,0.10946048792860477,0.5852688461749289
25555,LOF,0.2501195589688076,0.10646471183847814,0.6434157291927142
25556,Neutral,0.45365589553772434,0.09321173412612525,0.45313237033615034
25557,LOF,0.23394984121483678,0.1105234927058096,0.6555266660793537
25558,LOF,0.30214473569023137,0.10847183581107393,0.5893834284986946
25559,LOF,0.1893710528880755,0.11766858229276804,0.6929603648191565
25560,LOF,0.1520860697706675,0.10019912456432264,0.7477148056650098
25561,LOF,0.14314167069186626,0.12656287181655979,0.730295457491574
25562,LOF,0.06881669527764261,0.07338138086087416,0.8578019238614832
25563,LOF,0.020492144230369644,0.11933301182810692,0.8601748439415235
25564,LOF,0.21379052585428393,0.11195018947736202,0.674259284668354
25565,LOF,0.21080846955030197,0.1460862118581645,0.6431053185915335
25566,GOF,0.10342667565911198,0.6666942667057693,0.2298790576351187
25567,LOF,0.03599884795940572,0.12579713460828726,0.8382040174323071
25568,LOF,0.062174430987198256,0.06324804613050149,0.8745775228823003
25569,LOF,0.06426926030980729,0.06369926146800554,0.8720314782221873
25570,LOF,0.025347959356334902,0.09711615762645878,0.8775358830172064
25571,LOF,0.025442524072438306,0.09743569122514517,0.8771217847024165
25572,LOF,0.06219751563195253,0.12193758266315151,0.8158649017048959
25573,LOF,0.05694290098118748,0.0849329379777968,0.8581241610410157
25574,LOF,0.0577462077709327,0.17252046067998844,0.7697333315490787
25575,LOF,0.0223442565375476,0.11574654993741176,0.8619091935250406
25576,LOF,0.035501442954361334,0.15757432101280508,0.8069242360328336
25577,LOF,0.031016027071460606,0.11190659805009313,0.8570773748784462
25578,LOF,0.29679701024296795,0.06976673023777759,0.6334362595192544
25579,LOF,0.144154217337011,0.07429185437286835,0.7815539282901206
25580,LOF,0.018134280123497156,0.07559110203477876,0.9062746178417241
25581,LOF,0.05862259397276547,0.06128957759294961,0.8800878284342848
25582,LOF,0.058639843941024825,0.059859139646982536,0.8815010164119927
25583,LOF,0.018947905131129678,0.0745619729515838,0.9064901219172865
25584,Neutral,0.6585535502709579,0.1077523922624237,0.2336940574666184
25585,LOF,0.03538373807368882,0.12481164638991486,0.8398046155363962
25586,LOF,0.016974256945196428,0.06739400621849241,0.915631736836311
25587,LOF,0.016251647824987864,0.05781508940280044,0.9259332627722117
25588,LOF,0.019313328583279873,0.06559325455418968,0.9150934168625305
25589,Neutral,0.5082913982975892,0.2010351290036716,0.2906734726987391
25590,LOF,0.048439331497039224,0.10601914959700691,0.8455415189059539
25591,LOF,0.10078754951116954,0.052312702055957484,0.846899748432873
25592,LOF,0.052792940112109825,0.13187106814850597,0.8153359917393842
25593,LOF,0.1414989148498939,0.26255788872230235,0.5959431964278037
25594,LOF,0.04805473118354111,0.10148046186526599,0.8504648069511929
25595,LOF,0.04618914027248048,0.07517653924750302,0.8786343204800166
25596,LOF,0.09882508961104469,0.043931802969551244,0.8572431074194041
25597,LOF,0.07974331909486697,0.056340959632573594,0.8639157212725596
