feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.7585667,0.0049866573,0.2364467
25547,Neutral,0.7311445,0.0052562286,0.26359925
25548,Neutral,0.5744364,0.004464524,0.42109907
25549,LOF,0.39646438,0.005639312,0.59789634
25550,LOF,0.39794144,0.019830858,0.58222777
25551,LOF,0.40810877,0.02120573,0.5706855
25552,LOF,0.32683858,0.013769275,0.6593922
25553,Neutral,0.9049753,0.0020784358,0.09294629
25554,Neutral,0.5065763,0.01134268,0.48208106
25555,LOF,0.26317823,0.011484797,0.725337
25556,Neutral,0.6157452,0.006554785,0.37770006
25557,LOF,0.22646788,0.01428157,0.7592506
25558,Neutral,0.5102672,0.009385347,0.48034742
25559,LOF,0.055353533,0.0074297497,0.9372167
25560,LOF,0.013272227,0.001962815,0.98476493
25561,LOF,0.036823746,0.0048086867,0.9583676
25562,LOF,0.008810592,0.0018269678,0.9893624
25563,LOF,0.011104901,0.0015846986,0.9873104
25564,LOF,0.2525482,0.011155038,0.7362968
25565,LOF,0.11169044,0.039265905,0.8490436
25566,GOF,0.01722589,0.5361258,0.44664827
25567,LOF,0.005337424,0.009491215,0.9851714
25568,LOF,0.016928328,0.0022290705,0.9808426
25569,LOF,0.006452597,0.0016582818,0.9918892
25570,LOF,0.0055541825,0.0024579475,0.99198794
25571,LOF,0.0037274226,0.001660764,0.99461186
25572,LOF,0.0041006585,0.003982098,0.9919172
25573,LOF,0.001127583,0.0018839366,0.9969885
25574,LOF,0.0007430533,0.005218618,0.99403834
25575,LOF,0.0030885327,0.0024704845,0.994441
25576,LOF,0.0013448641,0.0057903924,0.9928647
25577,LOF,0.001352448,0.009938921,0.98870856
25578,LOF,0.19889931,0.0038683258,0.79723233
25579,LOF,0.02465654,0.0026049723,0.9727385
25580,LOF,0.0022708382,0.0014471416,0.99628204
25581,LOF,0.0040122312,0.0016484004,0.9943394
25582,LOF,0.004898706,0.0014377873,0.99366355
25583,LOF,0.0029056876,0.0021041292,0.99499017
25584,Neutral,0.62361985,0.006230631,0.37014955
25585,LOF,0.00051403395,0.0025778334,0.9969081
25586,LOF,0.002107413,0.00180324,0.99608934
25587,LOF,0.0020210752,0.0011850463,0.9967939
25588,LOF,0.0016698316,0.0015603495,0.9967698
25589,Neutral,0.89462155,0.011702801,0.09367559
25590,LOF,0.0022298428,0.007672092,0.99009806
25591,LOF,0.03806218,0.0025611145,0.95937675
25592,LOF,0.015506809,0.017595487,0.96689767
25593,LOF,0.007659217,0.032250375,0.96009034
25594,LOF,0.011504284,0.011419706,0.977076
25595,LOF,0.04333926,0.014013919,0.9426468
25596,LOF,0.007968851,0.009604233,0.9824269
25597,LOF,0.0039610416,0.0076018022,0.9884371
25598,LOF,0.02144522,0.0074650696,0.9710897
25599,LOF,0.003396429,0.24573849,0.75086504
25600,LOF,0.016788911,0.24153675,0.7416743
25601,LOF,0.0019316322,0.074654676,0.92341375
25602,LOF,0.0102847135,0.010839497,0.97887576
25603,LOF,0.015477815,0.003032391,0.98148984
25604,LOF,0.0020375713,0.003991968,0.9939705
25605,LOF,0.003310852,0.024402509,0.97228664
25606,LOF,0.13453743,0.07874365,0.78671896
25607,LOF,0.00055994774,0.014516352,0.9849237
25608,LOF,0.00838258,0.01896464,0.9726528
25609,LOF,0.118141346,0.14263426,0.73922443
25610,LOF,0.0019318793,0.0010949163,0.99697316
25611,LOF,0.0029013534,0.0011962828,0.99590236
25612,LOF,0.0070749256,0.00097565644,0.99194944
25613,LOF,0.006353958,0.0024142,0.99123186
25614,LOF,0.0057097743,0.0028457986,0.9914444
25615,LOF,0.0016482725,0.0031010008,0.9952507
25616,LOF,0.022565806,0.0025724939,0.9748617
25617,LOF,0.014433342,0.0018528659,0.98371387
25618,LOF,0.028118178,0.0070756166,0.9648062
25619,LOF,0.0016551526,0.00090320874,0.99744165
25620,LOF,0.031522077,0.0025825351,0.96589535
25621,LOF,0.0011204334,0.001492905,0.99738663
25622,LOF,0.0019024509,0.002216095,0.99588144
25623,LOF,0.0036000044,0.0028001217,0.9935999
25624,LOF,0.004021731,0.0030390974,0.9929391
25625,LOF,0.0026870412,0.0043844334,0.99292856
25626,LOF,0.021277621,0.0015753674,0.97714704
25627,Neutral,0.8818452,0.006142932,0.11201186
25628,LOF,0.09176996,0.0014843373,0.9067457
25629,LOF,0.02801555,0.0017985305,0.97018594
25630,LOF,0.2467392,0.0049213357,0.7483395
25631,Neutral,0.863389,0.0037860554,0.13282499
25632,LOF,0.0007515465,0.0027351766,0.9965133
25633,LOF,0.095554836,0.0065438957,0.89790124
25634,LOF,0.0039037138,0.008556904,0.9875394
25635,LOF,0.009548353,0.0056995866,0.984752
25636,LOF,0.0013656004,0.24367872,0.7549557
25637,LOF,0.0051593715,0.2911101,0.7037305
25638,LOF,0.0033514297,0.07440959,0.92223895
25639,LOF,0.0016668058,0.11586445,0.88246876
25640,Neutral,0.8492139,0.097159624,0.053626508
25641,LOF,0.006162871,0.20131697,0.79252017
25642,LOF,0.12440691,0.009255931,0.8663371
25643,LOF,0.10219938,0.057528216,0.8402725
25644,LOF,0.003070252,0.06729311,0.92963666
25645,LOF,0.0019607877,0.044384982,0.9536543
25646,LOF,0.0051389425,0.037295643,0.95756537
25647,LOF,0.0010673408,0.016004242,0.9829284
25648,LOF,0.00091984135,0.013201401,0.98587877
25649,LOF,0.00065881305,0.009132414,0.99020875
25650,LOF,0.004840774,0.04518454,0.94997466
25651,LOF,0.0005906963,0.018233415,0.98117584
25652,LOF,0.002047592,0.026532775,0.97141963
25653,LOF,0.011740032,0.06107173,0.9271883
25654,LOF,0.0006497299,0.008641191,0.99070907
25655,LOF,0.038746666,0.13089857,0.8303548
25656,LOF,0.1384528,0.0054721953,0.856075
25657,LOF,0.14438696,0.0016068734,0.8540062
25658,LOF,0.02461617,0.0064232675,0.9689605
25659,LOF,0.14787523,0.005896662,0.84622806
25660,LOF,0.0023773604,0.002755649,0.99486697
25661,LOF,0.026173,0.0020360306,0.9717909
25662,LOF,0.003227154,0.0012754729,0.99549735
25663,LOF,0.0051717805,0.0033428168,0.9914854
25664,LOF,0.004082373,0.0033004493,0.9926172
25665,LOF,0.0088722175,0.0014372917,0.98969054
25666,LOF,0.008558318,0.016195314,0.97524637
25667,LOF,0.01618222,0.001585261,0.9822326
25668,LOF,0.0074570132,0.0030471464,0.9894958
25669,LOF,0.0057870173,0.0043715686,0.9898414
25670,LOF,0.005577101,0.005113013,0.9893099
25671,LOF,0.017233768,0.0010076704,0.9817586
25672,LOF,0.0077929255,0.0011291493,0.9910779
25673,LOF,0.0029949322,0.0032305622,0.99377453
25674,LOF,0.0034635356,0.0035887836,0.9929477
25675,LOF,0.004497122,0.0033874055,0.99211544
25676,LOF,0.0014657791,0.0013503366,0.99718386
25677,LOF,0.0052527166,0.002901357,0.9918459
25678,LOF,0.14711235,0.006380753,0.8465069
25679,LOF,0.018995306,0.009746172,0.97125846
25680,LOF,0.0046192263,0.008857825,0.986523
25681,LOF,0.015530308,0.009211561,0.9752582
25682,LOF,0.13964793,0.010308553,0.8500435
25683,LOF,0.015897302,0.011667915,0.9724348
25684,LOF,0.008159397,0.0044290414,0.98741156
25685,LOF,0.02270666,0.0042463792,0.973047
25686,LOF,0.010722325,0.00414371,0.985134
25687,LOF,0.018906267,0.0032400659,0.9778537
25688,LOF,0.059285406,0.010159355,0.9305552
25689,LOF,0.017528156,0.005707614,0.9767642
25690,LOF,0.03162752,0.0028103746,0.96556216
25691,LOF,0.4619626,0.0060793557,0.53195804
25692,LOF,0.1586698,0.0005346066,0.84079564
25693,LOF,0.02180796,0.16004187,0.81815016
25694,LOF,0.02393096,0.00044608672,0.97562295
25695,LOF,0.005513707,0.0002947569,0.99419147
25696,LOF,0.012946385,0.0010666263,0.985987
25697,LOF,0.10427414,0.008086248,0.88763964
25698,LOF,0.045222785,0.1279391,0.8268381
25699,LOF,0.08051748,0.016838413,0.90264416
25700,LOF,0.016557772,0.0007846807,0.9826575
25701,LOF,0.015814273,0.012571665,0.97161406
25702,LOF,0.07427369,0.333628,0.5920983
25703,LOF,0.0006544934,0.006674454,0.992671
25704,LOF,0.018781304,0.00424332,0.97697544
25705,LOF,0.019417869,0.03217679,0.9484053
25706,LOF,0.04209719,0.14568733,0.8122155
25707,LOF,0.029074572,0.13083118,0.8400942
25708,LOF,0.007045349,0.09794122,0.8950134
25709,LOF,0.015683157,0.0028931615,0.9814237
25710,LOF,0.0009631887,0.012817177,0.98621964
25711,LOF,0.0034828093,0.006620616,0.98989654
25712,LOF,0.0016336773,0.03896242,0.95940393
25713,LOF,0.002174063,0.0048115184,0.99301434
25714,LOF,0.0438506,0.017075336,0.9390741
25715,LOF,0.001629435,0.0048323246,0.9935382
25716,LOF,0.0008658288,0.013644582,0.9854896
25717,LOF,0.00062494853,0.009428657,0.9899464
25718,LOF,0.0020992649,0.006729533,0.9911712
25719,LOF,0.0025437307,0.0050027966,0.9924535
25720,LOF,0.0024001403,0.0032502757,0.99434966
25721,LOF,0.0018559776,0.0056420183,0.992502
25722,LOF,0.0031167215,0.008882736,0.9880006
25723,LOF,0.0037381677,0.0055687567,0.99069303
25724,LOF,0.00469187,0.007125234,0.98818296
25725,LOF,0.0015375302,0.003440328,0.9950222
25726,LOF,0.0020762284,0.0075303554,0.99039334
25727,LOF,0.0012261723,0.0031949177,0.99557894
25728,LOF,0.0022169068,0.0054246695,0.9923584
25729,LOF,0.002267466,0.005770654,0.9919619
25730,LOF,0.003143835,0.006791357,0.9900648
25731,LOF,0.0018558566,0.010168863,0.9879753
25732,LOF,0.0032202795,0.0036208753,0.9931589
25733,LOF,0.0030769156,0.0041692606,0.9927538
25734,LOF,0.00051445083,0.009702094,0.98978347
25735,LOF,0.0014740409,0.0027455557,0.99578035
25736,LOF,0.001823261,0.0041220696,0.99405473
25737,LOF,0.004392772,0.0055750604,0.9900322
25738,LOF,0.0016556539,0.007148763,0.99119556
25739,LOF,0.003324144,0.0070077353,0.98966813
25740,LOF,0.011197584,0.011180234,0.97762215
25741,LOF,0.0019396325,0.0052199946,0.9928404
25742,LOF,0.03945433,0.005975544,0.9545702
25743,LOF,0.0034404506,0.0029276924,0.9936319
25744,LOF,0.26013955,0.21637416,0.5234863
25745,LOF,0.0031493525,0.0035839772,0.9932667
25746,LOF,0.0014368967,0.005607894,0.99295527
25747,LOF,0.0039876606,0.0030309672,0.9929813
25748,LOF,0.02888782,0.015296713,0.95581543
25749,LOF,0.0011516907,0.0029761728,0.9958721
25750,LOF,0.0025021806,0.0038730532,0.9936248
25751,LOF,0.042150464,0.00927273,0.9485768
25752,LOF,0.051283274,0.22248116,0.7262356
25753,LOF,0.0031413608,0.053607382,0.94325125
25754,GOF,0.0011078422,0.7621793,0.2367128
25755,LOF,0.002925041,0.05483098,0.942244
25756,LOF,0.017895062,0.17632318,0.8057818
25757,GOF,0.0010294912,0.8607154,0.13825512
25758,GOF,0.005004081,0.68633175,0.30866414
25759,LOF,0.0011549748,0.13083959,0.86800545
25760,LOF,0.0019282618,0.023804465,0.9742673
25761,GOF,0.06684928,0.6550383,0.27811235
25762,LOF,0.015812851,0.15813522,0.8260519
25763,LOF,0.0014752987,0.017391017,0.9811337
25764,LOF,0.21615344,0.19579212,0.5880544
25765,GOF,0.007105633,0.73510665,0.25778776
25766,GOF,0.0155311255,0.7664462,0.21802272
25767,LOF,0.030804088,0.187205,0.7819909
25768,LOF,0.033899244,0.0042603086,0.96184045
25769,LOF,0.0505929,0.008123392,0.94128364
25770,LOF,0.20511843,0.020707088,0.7741745
25771,LOF,0.0021813763,0.008074103,0.9897445
25772,LOF,0.0035917228,0.0059818965,0.99042636
25773,LOF,0.0030692408,0.020048685,0.97688204
25774,LOF,0.0038102071,0.011480718,0.98470914
25775,LOF,0.0019672709,0.0032271394,0.99480563
25776,LOF,0.029223766,0.0027902343,0.967986
25777,Neutral,0.57939976,0.022806281,0.39779395
25778,LOF,0.026405701,0.008894501,0.9646998
25779,GOF,0.1762898,0.6647791,0.15893109
25780,GOF,0.061679836,0.7337192,0.204601
25781,GOF,0.032722004,0.7353029,0.23197503
25782,GOF,0.061468486,0.73874545,0.19978613
25783,LOF,0.011580477,0.36841053,0.620009
25784,GOF,0.39054748,0.48971406,0.11973844
25785,GOF,0.122445084,0.6297237,0.24783126
25786,GOF,0.0056714276,0.6459686,0.34835988
25787,GOF,0.23625289,0.5874884,0.17625867
25788,LOF,0.03484246,0.013038165,0.9521194
25789,GOF,0.089323446,0.5864361,0.32424048
25790,GOF,0.093823336,0.665255,0.24092166
25791,GOF,0.053376053,0.5028989,0.44372502
25792,GOF,0.120745264,0.4956161,0.38363862
25793,GOF,0.070144676,0.48600948,0.4438459
25794,GOF,0.10320053,0.47874522,0.41805422
25795,LOF,0.021359336,0.4149198,0.5637209
25796,GOF,0.15545638,0.63699454,0.20754904
25797,LOF,0.015729807,0.26266012,0.72161007
25798,LOF,0.0015226557,0.2177553,0.7807221
25799,LOF,0.00068973924,0.12440232,0.87490785
25800,LOF,0.007677191,0.36531237,0.62701046
25801,GOF,0.047892712,0.6859227,0.26618463
25802,GOF,0.01723423,0.51777554,0.46499026
25803,LOF,0.00624943,0.26958236,0.7241682
25804,LOF,0.008333799,0.20954828,0.7821179
25805,LOF,0.028402083,0.281949,0.6896489
25806,LOF,0.0178698,0.27733243,0.70479774
25807,LOF,0.00441486,0.34275165,0.65283346
25808,LOF,0.02143322,0.3181389,0.66042787
25809,LOF,0.006487582,0.24779071,0.74572164
25810,LOF,0.0051388307,0.32878897,0.6660722
25811,GOF,0.17003018,0.5318572,0.29811263
25812,LOF,0.008025547,0.279419,0.71255547
25813,GOF,0.1309503,0.45722428,0.41182545
25814,LOF,0.055876862,0.38398835,0.56013477
25815,LOF,0.062372234,0.45224944,0.48537832
25816,GOF,0.006937982,0.6136752,0.37938687
25817,GOF,0.057892494,0.5258068,0.41630077
25818,LOF,0.031997114,0.30194807,0.66605484
25819,LOF,0.16189148,0.3635773,0.4745312
25820,LOF,0.05080603,0.33148712,0.61770684
25821,LOF,0.019455744,0.3457954,0.63474894
25822,LOF,0.06450408,0.28438288,0.65111303
25823,LOF,0.011702788,0.17003639,0.81826085
25824,LOF,0.030041058,0.30878568,0.6611733
25825,LOF,0.013696027,0.2997899,0.68651414
25826,LOF,0.0046271235,0.28946036,0.70591253
25827,LOF,0.0071524135,0.38443998,0.60840756
25828,LOF,0.003960535,0.27054077,0.72549874
25829,LOF,0.0011514173,0.43507382,0.56377476
25830,LOF,0.025514243,0.14061132,0.8338744
25831,GOF,0.036437195,0.76788884,0.19567393
25832,GOF,0.005532917,0.697978,0.29648906
25833,GOF,0.034008306,0.69465774,0.27133393
25834,GOF,0.0052354517,0.6809896,0.31377488
25835,GOF,0.026561845,0.68366337,0.28977478
25836,GOF,0.00617228,0.7066465,0.28718117
25837,GOF,0.0068713184,0.5683478,0.42478088
25838,GOF,0.029475888,0.70436996,0.26615414
25839,GOF,0.07823093,0.64949197,0.2722771
25840,GOF,0.07751534,0.67468435,0.24780029
25841,GOF,0.061881196,0.7649133,0.17320547
25842,GOF,0.026051285,0.8207122,0.1532364
25843,GOF,0.030878136,0.8568525,0.11226935
25844,GOF,0.017622396,0.742158,0.24021961
25845,LOF,0.0027001689,0.43753856,0.5597613
25846,GOF,0.0104141645,0.8941045,0.09548134
25847,GOF,0.01783089,0.86294144,0.119227655
25848,GOF,0.007697508,0.8111451,0.18115741
25849,GOF,0.002057824,0.6448557,0.3530865
25850,GOF,0.003722518,0.6331891,0.3630884
25851,LOF,0.003740094,0.32470247,0.6715574
25852,LOF,0.18468158,0.20959003,0.6057284
25853,GOF,0.09985433,0.703257,0.19688864
25854,GOF,0.005565653,0.505573,0.48886135
25855,LOF,0.013084013,0.27535132,0.71156466
25856,GOF,0.08942187,0.52435845,0.38621968
25857,LOF,0.016994627,0.28639635,0.6966091
25858,LOF,0.0058128987,0.29932958,0.69485754
