feature0,prediction,LoGoFunc_Neutral,LoGoFunc_GOF,LoGoFunc_LOF
25546,Neutral,0.8243209,0.0102965655,0.16538247
25547,Neutral,0.6051211,0.01960047,0.37527844
25548,LOF,0.43474457,0.012760628,0.55249476
25549,LOF,0.4723114,0.019987904,0.5077007
25550,Neutral,0.7628714,0.011284087,0.22584452
25551,Neutral,0.74483067,0.032212738,0.22295657
25552,LOF,0.12428133,0.015977563,0.85974115
25553,Neutral,0.68686473,0.019450774,0.29368457
25554,LOF,0.2571518,0.038482007,0.70436615
25555,LOF,0.057431914,0.008942982,0.93362504
25556,LOF,0.36442995,0.019493194,0.6160769
25557,LOF,0.046283595,0.013702558,0.9400138
25558,LOF,0.42421198,0.029489733,0.54629827
25559,Neutral,0.8737774,0.0076708635,0.11855181
25560,LOF,0.015452684,0.009416242,0.9751311
25561,LOF,0.098179966,0.011359612,0.8904604
25562,LOF,0.109951876,0.0089045735,0.8811435
25563,LOF,0.075941354,0.009830787,0.91422784
25564,LOF,0.041219994,0.009261733,0.9495182
25565,LOF,0.06073698,0.076946,0.862317
25566,LOF,0.036471132,0.2595759,0.7039529
25567,LOF,0.009132751,0.004455328,0.9864119
25568,LOF,0.11514075,0.021337785,0.8635215
25569,Neutral,0.76865166,0.013196204,0.21815206
25570,LOF,0.14048636,0.044177495,0.81533617
25571,LOF,0.10506983,0.03416189,0.8607683
25572,LOF,0.052678127,0.121034555,0.8262873
25573,LOF,0.0020127194,0.0036326547,0.9943546
25574,LOF,0.0035857805,0.021048876,0.97536534
25575,LOF,0.10807116,0.008358861,0.88356996
25576,LOF,0.012150794,0.009306884,0.9785423
25577,LOF,0.008851496,0.052620023,0.9385285
25578,Neutral,0.6642047,0.04166764,0.29412764
25579,Neutral,0.6642047,0.04166764,0.29412764
25580,LOF,0.03096252,0.009315939,0.9597215
25581,LOF,0.13740051,0.056852452,0.80574703
25582,LOF,0.07698146,0.006662087,0.91635644
25583,LOF,0.053401787,0.015289124,0.93130904
25584,Neutral,0.54117435,0.02519445,0.43363118
25585,LOF,0.0061271554,0.022678565,0.97119427
25586,LOF,0.10515129,0.02671903,0.86812973
25587,LOF,0.048392534,0.03652952,0.9150779
25588,LOF,0.053782728,0.037885126,0.9083321
25589,Neutral,0.884127,0.030083446,0.08578951
25590,LOF,0.007452137,0.024930036,0.9676178
25591,LOF,0.12781937,0.02343275,0.84874785
25592,LOF,0.032274578,0.021226443,0.94649893
25593,LOF,0.0053900504,0.3544511,0.64015883
25594,LOF,0.029997762,0.008229028,0.9617732
25595,LOF,0.06187344,0.02777609,0.91035044
25596,LOF,0.13385662,0.0061125783,0.86003083
25597,LOF,0.11731628,0.006014432,0.8766693
25598,Neutral,0.78079915,0.015541579,0.20365919
25599,LOF,0.0065052505,0.3661072,0.6273876
25600,LOF,0.005977921,0.36628377,0.62773824
25601,LOF,0.002615216,0.13260475,0.86478
25602,LOF,0.12435517,0.1807507,0.69489413
25603,LOF,0.062138062,0.08385471,0.85400724
25604,LOF,0.024889251,0.17411996,0.80099076
25605,LOF,0.01715429,0.22374988,0.75909585
25606,LOF,0.05806186,0.46130383,0.48063427
25607,LOF,0.00051845604,0.019844128,0.97963744
25608,Neutral,0.7632773,0.034762453,0.20196033
25609,LOF,0.13750736,0.052347492,0.81014514
25610,LOF,0.057920534,0.008099639,0.9339798
25611,LOF,0.058346502,0.010912166,0.93074137
25612,Neutral,0.8390855,0.03093202,0.12998247
25613,LOF,0.03651871,0.030686457,0.9327948
25614,LOF,0.11200299,0.030997854,0.85699916
25615,LOF,0.032158185,0.040130753,0.927711
25616,LOF,0.047577757,0.02635705,0.9260652
25617,LOF,0.06293658,0.008895485,0.92816794
25618,LOF,0.03181355,0.033031993,0.9351544
25619,LOF,0.058042027,0.013243434,0.92871445
25620,LOF,0.037501443,0.026259732,0.9362388
25621,LOF,0.01929313,0.013919153,0.9667877
25622,LOF,0.024065366,0.02063156,0.9553031
25623,LOF,0.0857276,0.03541469,0.8788577
25624,LOF,0.035482995,0.040878553,0.9236384
25625,LOF,0.04340558,0.025201261,0.93139315
25626,Neutral,0.8471974,0.014294132,0.13850848
25627,GOF,0.2561895,0.52995294,0.21385752
25628,LOF,0.0954727,0.00992267,0.8946046
25629,Neutral,0.7796849,0.01884566,0.20146939
25630,LOF,0.06941798,0.06308825,0.86749375
25631,Neutral,0.548427,0.1201887,0.33138424
25632,LOF,0.019564087,0.012147645,0.9682883
25633,LOF,0.4132985,0.13521565,0.4514858
25634,LOF,0.13515879,0.025020821,0.8398204
25635,LOF,0.026219044,0.013491057,0.96028996
25636,LOF,0.0032458575,0.4080174,0.5887368
25637,LOF,0.0023249874,0.18209134,0.8155837
25638,LOF,0.002568492,0.37618858,0.621243
25639,LOF,0.0048287804,0.17673928,0.8184319
25640,Neutral,0.57017964,0.03876173,0.39105862
25641,LOF,0.0044691022,0.08051717,0.91501373
25642,LOF,0.11982149,0.007204461,0.872974
25643,Neutral,0.58108795,0.009646954,0.40926504
25644,LOF,0.007630479,0.3693842,0.62298536
25645,LOF,0.0038065377,0.3155436,0.6806499
25646,LOF,0.026797226,0.2567014,0.71650136
25647,LOF,0.0042422945,0.13510993,0.86064774
25648,LOF,0.0013459857,0.26899394,0.72966003
25649,LOF,0.0009490527,0.05118268,0.9478683
25650,LOF,0.013224241,0.4767892,0.5099865
25651,LOF,0.0030275015,0.3012037,0.6957688
25652,LOF,0.0061472766,0.017765205,0.97608745
25653,LOF,0.04663673,0.3141906,0.6391727
25654,LOF,0.0033310503,0.32647192,0.670197
25655,LOF,0.08947112,0.3371752,0.5733537
25656,LOF,0.05599423,0.19609715,0.74790865
25657,Neutral,0.7085757,0.010757882,0.28066638
25658,LOF,0.0069659147,0.096672386,0.8963617
25659,LOF,0.06289555,0.005351835,0.9317526
25660,LOF,0.047406662,0.017271066,0.9353223
25661,LOF,0.06096234,0.0032102456,0.9358274
25662,LOF,0.025205618,0.030081742,0.94471264
25663,LOF,0.032795854,0.02446376,0.94274044
25664,LOF,0.029057037,0.053772815,0.91717017
25665,LOF,0.019592853,0.12118578,0.8592214
25666,LOF,0.15636541,0.12064517,0.72298944
25667,LOF,0.024757396,0.02034226,0.9549004
25668,LOF,0.034943096,0.034389332,0.93066764
25669,LOF,0.026188407,0.063176654,0.91063493
25670,LOF,0.042646375,0.01568015,0.94167346
25671,LOF,0.04413311,0.026143327,0.9297236
25672,LOF,0.039368536,0.09307192,0.8675595
25673,LOF,0.20057504,0.08710186,0.71232307
25674,LOF,0.027352814,0.055674687,0.91697246
25675,LOF,0.0900006,0.04829318,0.8617062
25676,LOF,0.015854778,0.013562623,0.97058266
25677,LOF,0.04743161,0.012221658,0.94034666
25678,Neutral,0.7464737,0.010579622,0.24294668
25679,LOF,0.17972681,0.0142531395,0.8060201
25680,LOF,0.1316163,0.008952199,0.85943156
25681,LOF,0.10598588,0.005786864,0.8882272
25682,LOF,0.021255868,0.017937632,0.9608064
25683,LOF,0.08735806,0.01894949,0.8936925
25684,LOF,0.0910418,0.028835017,0.8801232
25685,LOF,0.106685854,0.007365984,0.8859481
25686,LOF,0.0013321533,0.0025373627,0.99613047
25687,LOF,0.0048926803,0.003391277,0.9917161
25688,LOF,0.029561771,0.23475201,0.7356862
25689,LOF,0.0076510394,0.05330088,0.9390481
25690,LOF,0.003989409,0.34488836,0.6511222
25691,GOF,0.0825136,0.47031596,0.44717044
25692,Neutral,0.8399226,0.013167555,0.14690986
25693,LOF,0.030180534,0.18585202,0.7839675
25694,LOF,0.2201539,0.0031075657,0.7767385
25695,LOF,0.18332474,0.0044190795,0.81225616
25696,Neutral,0.82734406,0.003918602,0.16873738
25697,Neutral,0.9085155,0.01098721,0.08049734
25698,GOF,0.034359008,0.5014425,0.4641985
25699,GOF,0.02870457,0.6179755,0.3533199
25700,LOF,0.034281332,0.014948558,0.95077014
25701,LOF,0.0053499034,0.47888622,0.5157639
25702,LOF,0.027271152,0.37550914,0.5972197
25703,LOF,0.007145559,0.035021983,0.9578325
25704,LOF,0.046080157,0.08384155,0.87007827
25705,LOF,0.19350073,0.020807436,0.7856918
25706,GOF,0.008555721,0.635044,0.35640025
25707,LOF,0.008683398,0.4414472,0.54986936
25708,LOF,0.00310287,0.48106033,0.5158368
25709,LOF,0.020897694,0.009708019,0.9693943
25710,LOF,0.011583886,0.043012768,0.94540334
25711,LOF,0.043064263,0.0150211705,0.94191456
25712,LOF,0.026985526,0.03618249,0.93683195
25713,LOF,0.02839725,0.030099932,0.94150275
25714,LOF,0.0340837,0.08236768,0.88354856
25715,LOF,0.027394082,0.05396224,0.9186437
25716,LOF,0.0051248632,0.10709636,0.88777876
25717,LOF,0.0043033054,0.07401583,0.9216808
25718,LOF,0.02888898,0.0465724,0.9245386
25719,LOF,0.031038262,0.013620686,0.95534104
25720,LOF,0.018426869,0.024327984,0.9572451
25721,LOF,0.030567784,0.016055975,0.95337623
25722,LOF,0.01960758,0.021885114,0.95850736
25723,LOF,0.060439598,0.02251813,0.9170423
25724,LOF,0.032006368,0.055752408,0.9122412
25725,LOF,0.1455744,0.025104845,0.8293208
25726,LOF,0.024695713,0.02730624,0.94799805
25727,LOF,0.03991757,0.010669227,0.94941324
25728,LOF,0.030513158,0.04602521,0.9234616
25729,LOF,0.03731153,0.03638465,0.9263038
25730,LOF,0.06743133,0.050497293,0.8820714
25731,LOF,0.0056952527,0.020830704,0.9734741
25732,LOF,0.026107945,0.025702596,0.9481895
25733,LOF,0.05643041,0.10898463,0.83458495
25734,LOF,0.004730608,0.024890304,0.9703791
25735,LOF,0.022348924,0.036733616,0.94091743
25736,LOF,0.018861486,0.030741215,0.9503973
25737,LOF,0.05793045,0.02444947,0.9176201
25738,LOF,0.05850562,0.05952805,0.88196635
25739,LOF,0.02142179,0.037059654,0.94151855
25740,LOF,0.0225569,0.023693945,0.9537491
25741,LOF,0.013405117,0.009635263,0.9769596
25742,LOF,0.018588386,0.011756317,0.9696553
25743,LOF,0.007630547,0.012393375,0.97997606
25744,LOF,0.1354791,0.09776094,0.76676
25745,LOF,0.013823692,0.121070914,0.8651054
25746,LOF,0.005983922,0.11202657,0.88198954
25747,LOF,0.059062425,0.007969855,0.9329678
25748,LOF,0.071301,0.013538735,0.9151603
25749,LOF,0.003196328,0.060201615,0.93660206
25750,LOF,0.006339528,0.121250436,0.87241
25751,LOF,0.0682375,0.02894495,0.90281755
25752,LOF,0.07922401,0.45045766,0.47031832
25753,LOF,0.007466871,0.06662361,0.9259095
25754,GOF,0.014559392,0.7979487,0.18749186
25755,LOF,0.0044341544,0.032546792,0.9630191
25756,LOF,0.016593587,0.05528161,0.9281248
25757,LOF,0.00703351,0.40261105,0.59035546
25758,GOF,0.0040519107,0.6898429,0.3061052
25759,GOF,0.0019946722,0.6256629,0.3723424
25760,LOF,0.0031856555,0.011952954,0.9848614
25761,GOF,0.024608389,0.84045124,0.13494042
25762,LOF,0.08538369,0.12581588,0.78880036
25763,LOF,0.002547846,0.032363582,0.9650886
25764,LOF,0.33694646,0.21747024,0.44558328
25765,GOF,0.0029816113,0.5907032,0.40631515
25766,GOF,0.03729073,0.6538741,0.30883518
25767,GOF,0.0062940074,0.7059389,0.28776714
25768,LOF,0.03569213,0.22338632,0.7409215
25769,LOF,0.039391287,0.05871614,0.90189254
25770,Neutral,0.714619,0.024832796,0.2605481
25771,LOF,0.041102514,0.06032748,0.89857006
25772,LOF,0.058231335,0.035015095,0.9067536
25773,LOF,0.024810228,0.16798842,0.8072014
25774,LOF,0.050472487,0.07523441,0.8742931
25775,LOF,0.012104481,0.009142102,0.97875345
25776,LOF,0.01402575,0.031379696,0.9545945
25777,LOF,0.16781665,0.05437137,0.77781194
25778,LOF,0.033530395,0.03703152,0.92943805
25779,LOF,0.19267313,0.3100275,0.49729943
25780,GOF,0.12631416,0.5133929,0.3602929
25781,LOF,0.11953373,0.3049348,0.5755315
25782,LOF,0.1001323,0.24028164,0.659586
25783,LOF,0.13131464,0.2535267,0.6151587
25784,Neutral,0.40826544,0.32544234,0.2662922
25785,Neutral,0.39893997,0.3853386,0.21572147
25786,LOF,0.0128204515,0.41872203,0.56845754
25787,Neutral,0.6084806,0.19927453,0.19224492
25788,LOF,0.046191715,0.025530381,0.9282779
25789,LOF,0.086921185,0.4496368,0.46344206
25790,GOF,0.07532412,0.52195984,0.40271598
25791,GOF,0.03158131,0.6212307,0.3471879
25792,GOF,0.049715493,0.59283817,0.35744628
25793,GOF,0.15408152,0.4482864,0.39763206
25794,LOF,0.26296395,0.27136323,0.46567282
25795,LOF,0.120833226,0.43192995,0.4472369
25796,LOF,0.3108005,0.22441153,0.46478793
25797,LOF,0.18216725,0.21567324,0.6021595
25798,LOF,0.017260453,0.411269,0.57147056
25799,GOF,0.003320886,0.6750407,0.32163838
25800,GOF,0.043968856,0.7197319,0.2362992
25801,GOF,0.06291717,0.55412626,0.38295662
25802,GOF,0.064412214,0.683387,0.25220084
25803,LOF,0.04635688,0.3274585,0.6261846
25804,LOF,0.109128125,0.21202691,0.678845
25805,GOF,0.034191683,0.49085927,0.47494903
25806,GOF,0.09763359,0.48319566,0.41917077
25807,LOF,0.024234688,0.20675598,0.7690093
25808,LOF,0.07803705,0.4516664,0.47029653
25809,LOF,0.007450047,0.10918983,0.88336015
25810,LOF,0.013298952,0.23463017,0.75207084
25811,GOF,0.12824172,0.4937639,0.37799448
25812,GOF,0.19907063,0.4092298,0.3916996
25813,Neutral,0.5671972,0.19457114,0.23823167
25814,GOF,0.2571605,0.39642295,0.34641647
25815,GOF,0.11594592,0.5839283,0.3001258
25816,GOF,0.022177948,0.7178134,0.26000875
25817,LOF,0.21862477,0.2579306,0.5234446
25818,LOF,0.08196852,0.26014197,0.6578895
25819,LOF,0.19602017,0.34223166,0.46174824
25820,LOF,0.087656,0.45565468,0.4566893
25821,LOF,0.074976,0.39943343,0.52559054
25822,LOF,0.21438304,0.35305744,0.43255943
25823,LOF,0.21349525,0.2761912,0.5103136
25824,GOF,0.10426389,0.5368938,0.35884228
25825,GOF,0.049506024,0.5998403,0.3506537
25826,LOF,0.013932397,0.39549205,0.5905755
25827,GOF,0.0066390256,0.53681374,0.45654726
25828,LOF,0.008306821,0.48631203,0.5053811
25829,LOF,0.0024107206,0.01818953,0.97939974
25830,LOF,0.029405192,0.014487673,0.9561072
25831,GOF,0.066506,0.61976314,0.31373087
25832,LOF,0.013882845,0.3178359,0.6682812
25833,GOF,0.09787915,0.60657424,0.2955466
25834,LOF,0.015425488,0.40794286,0.5766316
25835,GOF,0.07141807,0.5627961,0.36578578
25836,LOF,0.008929246,0.3979993,0.59307146
25837,LOF,0.013790987,0.40189582,0.58431315
25838,GOF,0.053113934,0.53824383,0.40864223
25839,GOF,0.16214177,0.45913422,0.37872407
25840,GOF,0.25467214,0.54500073,0.20032708
25841,GOF,0.14766228,0.48544815,0.36688963
25842,GOF,0.12094027,0.66536224,0.2136975
25843,GOF,0.064589195,0.6404185,0.2949923
25844,GOF,0.02962128,0.57409567,0.396283
25845,LOF,0.0077258497,0.41698122,0.57529294
25846,GOF,0.09028167,0.49896884,0.41074952
25847,GOF,0.0481353,0.6111941,0.34067065
25848,GOF,0.048905734,0.5907815,0.36031273
25849,GOF,0.017742252,0.51158094,0.47067678
25850,LOF,0.012690639,0.27640802,0.7109014
25851,LOF,0.015559903,0.27525428,0.7091859
25852,LOF,0.11462447,0.074654795,0.8107207
25853,LOF,0.09527682,0.35472453,0.54999864
25854,GOF,0.010817494,0.55817837,0.43100414
25855,LOF,0.19037923,0.34802583,0.46159488
25856,GOF,0.24132144,0.48955494,0.2691236
25857,GOF,0.12718166,0.45291483,0.41990346
25858,LOF,0.0123239625,0.32608107,0.661595
25859,LOF,0.0074228817,0.2428833,0.7496938
25860,LOF,0.11780556,0.43237954,0.44981492
25861,LOF,0.12590104,0.40208733,0.47201166
25862,GOF,0.048534077,0.7055679,0.24589811
25863,LOF,0.07048649,0.4619513,0.46756223
25864,GOF,0.056122832,0.629309,0.3145682
25865,GOF,0.05137038,0.59903497,0.3495946
25866,GOF,0.06658786,0.6087866,0.32462555
25867,GOF,0.066206254,0.59650093,0.33729282
25868,LOF,0.17250271,0.29240617,0.5350911
25869,Neutral,0.5122869,0.33770373,0.15000936
25870,LOF,0.032841157,0.027563563,0.9395953
25871,GOF,0.008311075,0.5725311,0.4191578
25872,LOF,0.058943238,0.0849205,0.85613626
25873,GOF,0.05143283,0.70301974,0.24554744
25874,LOF,0.039528966,0.009138256,0.9513328
25875,LOF,0.02679497,0.1236338,0.84957117
25876,LOF,0.01817209,0.015217098,0.9666108
25877,LOF,0.16643341,0.23250906,0.6010575
25878,GOF,0.04721738,0.5715195,0.38126314
25879,LOF,0.005301575,0.09819265,0.8965058
25880,LOF,0.033450782,0.0074083554,0.9591409
25881,Neutral,0.62024647,0.03487071,0.3448828
25882,LOF,0.026039284,0.10589023,0.8680705
25883,LOF,0.054035902,0.069500625,0.8764635
25884,LOF,0.01987888,0.08846188,0.89165926
25885,LOF,0.45813718,0.016041508,0.5258213
25886,Neutral,0.48406413,0.12807085,0.38786504
25887,GOF,0.040842652,0.56497806,0.39417928
25888,LOF,0.0041978043,0.11265665,0.8831455
25889,LOF,0.050831515,0.10155085,0.8476176
25890,LOF,0.17202178,0.123294346,0.7046839
25891,LOF,0.2690393,0.08207684,0.6488838
25892,LOF,0.0007226217,0.01838129,0.9808961
25893,LOF,0.21617499,0.0098012565,0.7740238
25894,LOF,0.07315695,0.003405499,0.92343754
25895,LOF,0.20885305,0.0097256815,0.78142124
25896,LOF,0.022610214,0.010178117,0.9672116
25897,LOF,0.040123742,0.009328644,0.9505476
25898,LOF,0.07438071,0.45918047,0.46643874
25899,LOF,0.17871234,0.011687547,0.8096002
25900,Neutral,0.80414367,0.0029800541,0.19287625
25901,LOF,0.0574824,0.011104413,0.9314132
25902,Neutral,0.87916195,0.01401771,0.10682041
25903,LOF,0.10002821,0.045798805,0.85417295
25904,Neutral,0.6642047,0.04166764,0.29412764
25905,LOF,0.00457014,0.2517139,0.743716
25906,LOF,0.010738979,0.013623067,0.9756379
25907,LOF,0.0016830665,0.06241774,0.93589926
25908,LOF,0.00084726524,0.019008728,0.9801441
25909,LOF,0.01686191,0.026984949,0.95615315
25910,LOF,0.018261835,0.0033278195,0.9784104
25911,LOF,0.014077586,0.007329951,0.97859246
25912,LOF,0.07025416,0.011421173,0.91832465
25913,LOF,0.0029349648,0.03557282,0.9614922
25914,LOF,0.035286058,0.031488977,0.933225
25915,GOF,0.13905737,0.59934175,0.26160085
25916,LOF,0.004660077,0.14958061,0.84575933
25917,Neutral,0.8255085,0.016447393,0.15804416
25918,LOF,0.03623369,0.018727286,0.94503903
25919,LOF,0.011167292,0.0021744997,0.9866583
25920,LOF,0.06710505,0.036193933,0.89670104
25921,LOF,0.014976459,0.000729785,0.98429376
25922,LOF,0.004895743,0.00049011526,0.99461406
25923,Neutral,0.63826203,0.009803699,0.35193428
25924,LOF,0.027242828,0.0064078,0.96634936
25925,Neutral,0.7579677,0.003336373,0.23869596
25926,LOF,0.1658506,0.0047845184,0.8293649
25927,LOF,0.0009965176,0.0023551437,0.9966484
25928,LOF,0.003479155,0.0021383103,0.9943825
25929,Neutral,0.63826203,0.009803699,0.35193428
25930,LOF,0.04342494,0.009459006,0.9471161
