Model,GOF Precision,LOF Precision,Neutral Precision
335,0.8,0.88,0.93
418,0.8,0.87,0.93
175,0.8,0.88,0.93
410,0.8,0.87,0.93
115,0.8,0.88,0.92
376,0.8,0.87,0.92
455,0.8,0.87,0.93
206,0.8,0.88,0.93
202,0.8,0.88,0.93
423,0.8,0.87,0.93
424,0.8,0.87,0.93
452,0.8,0.87,0.93
431,0.8,0.87,0.93
450,0.8,0.87,0.93
428,0.8,0.87,0.93
449,0.8,0.87,0.93
116,0.8,0.88,0.92
311,0.8,0.89,0.93
180,0.8,0.88,0.93
342,0.8,0.88,0.92
355,0.79,0.88,0.93
487,0.79,0.87,0.93
430,0.79,0.87,0.93
497,0.79,0.87,0.93
488,0.79,0.87,0.93
480,0.79,0.87,0.93
479,0.79,0.87,0.93
427,0.79,0.87,0.93
327,0.79,0.88,0.93
337,0.79,0.88,0.93
413,0.79,0.87,0.93
457,0.79,0.87,0.93
454,0.79,0.87,0.93
380,0.79,0.87,0.93
301,0.79,0.88,0.93
389,0.79,0.87,0.93
308,0.79,0.88,0.93
313,0.79,0.88,0.93
391,0.79,0.87,0.92
318,0.79,0.88,0.92
336,0.79,0.88,0.93
397,0.79,0.87,0.93
322,0.79,0.88,0.93
399,0.79,0.87,0.93
469,0.79,0.87,0.93
459,0.79,0.87,0.93
329,0.79,0.88,0.93
471,0.79,0.87,0.93
333,0.79,0.88,0.93
425,0.79,0.87,0.93
499,0.79,0.87,0.93
169,0.79,0.88,0.92
153,0.79,0.89,0.92
161,0.79,0.88,0.93
194,0.79,0.88,0.93
188,0.79,0.88,0.93
187,0.79,0.88,0.93
186,0.79,0.87,0.92
183,0.79,0.88,0.92
178,0.79,0.88,0.92
176,0.79,0.88,0.93
143,0.79,0.88,0.93
172,0.79,0.88,0.92
123,0.79,0.88,0.93
168,0.79,0.88,0.92
167,0.79,0.88,0.92
156,0.79,0.88,0.93
164,0.79,0.88,0.93
245,0.79,0.88,0.93
114,0.79,0.88,0.92
195,0.79,0.88,0.92
142,0.79,0.89,0.93
211,0.79,0.88,0.93
140,0.79,0.89,0.93
205,0.79,0.88,0.93
222,0.79,0.88,0.93
218,0.79,0.88,0.93
117,0.79,0.88,0.92
208,0.79,0.88,0.93
132,0.79,0.89,0.93
134,0.79,0.89,0.93
213,0.79,0.88,0.93
212,0.79,0.88,0.93
383,0.78,0.87,0.93
121,0.78,0.88,0.92
446,0.78,0.87,0.93
495,0.78,0.87,0.93
149,0.78,0.88,0.93
135,0.78,0.89,0.93
152,0.78,0.89,0.93
108,0.78,0.88,0.93
338,0.78,0.88,0.93
136,0.78,0.89,0.93
339,0.78,0.87,0.93
138,0.78,0.89,0.93
340,0.78,0.87,0.93
405,0.78,0.87,0.93
147,0.78,0.89,0.93
493,0.78,0.87,0.93
159,0.78,0.88,0.93
148,0.78,0.89,0.93
426,0.78,0.87,0.93
326,0.78,0.88,0.92
225,0.78,0.89,0.93
216,0.78,0.88,0.93
215,0.78,0.88,0.93
214,0.78,0.88,0.93
289,0.78,0.88,0.93
210,0.78,0.88,0.93
415,0.78,0.86,0.93
207,0.78,0.88,0.93
203,0.78,0.88,0.93
201,0.78,0.88,0.93
200,0.78,0.88,0.93
198,0.78,0.88,0.93
122,0.78,0.89,0.93
433,0.78,0.87,0.93
193,0.78,0.88,0.93
438,0.78,0.87,0.93
439,0.78,0.87,0.93
181,0.78,0.88,0.93
179,0.78,0.87,0.92
177,0.78,0.88,0.93
162,0.78,0.88,0.92
420,0.77,0.87,0.93
435,0.77,0.87,0.93
467,0.77,0.87,0.93
458,0.77,0.87,0.93
442,0.77,0.87,0.93
444,0.77,0.87,0.93
119,0.77,0.89,0.93
94,0.77,0.86,0.92
407,0.77,0.87,0.93
197,0.77,0.88,0.93
145,0.77,0.89,0.92
166,0.77,0.88,0.93
165,0.77,0.88,0.92
163,0.77,0.88,0.92
160,0.77,0.88,0.92
157,0.77,0.88,0.93
196,0.77,0.88,0.93
151,0.77,0.88,0.92
150,0.77,0.89,0.93
199,0.77,0.88,0.93
184,0.77,0.88,0.93
144,0.77,0.89,0.93
139,0.77,0.89,0.93
133,0.77,0.89,0.93
131,0.77,0.88,0.93
209,0.77,0.88,0.93
130,0.77,0.89,0.92
129,0.76,0.88,0.93
192,0.76,0.88,0.93
182,0.76,0.87,0.93
440,0.76,0.87,0.93
125,0.76,0.88,0.92
124,0.76,0.88,0.92
445,0.76,0.87,0.93
93,0.76,0.87,0.92
96,0.76,0.87,0.93
95,0.76,0.87,0.92
106,0.76,0.87,0.92
126,0.76,0.89,0.93
155,0.76,0.88,0.93
120,0.76,0.88,0.92
447,0.76,0.87,0.93
436,0.76,0.87,0.93
146,0.76,0.89,0.93
127,0.75,0.89,0.93
97,0.75,0.87,0.93
448,0.75,0.87,0.93
105,0.75,0.88,0.93
128,0.75,0.89,0.92
83,0.74,0.87,0.93
84,0.74,0.86,0.93
86,0.74,0.86,0.93
99,0.74,0.87,0.92
92,0.74,0.87,0.92
91,0.73,0.87,0.92
88,0.73,0.86,0.93
98,0.73,0.87,0.93
78,0.73,0.87,0.93
118,0.73,0.88,0.92
103,0.72,0.87,0.92
79,0.72,0.87,0.92
89,0.72,0.86,0.93
87,0.72,0.86,0.92
85,0.72,0.86,0.93
82,0.72,0.87,0.93
104,0.72,0.87,0.93
90,0.72,0.86,0.93
102,0.71,0.87,0.93
101,0.71,0.87,0.93
100,0.71,0.87,0.93
74,0.71,0.87,0.93
80,0.71,0.87,0.92
81,0.7,0.87,0.93
76,0.69,0.87,0.92
75,0.69,0.86,0.92
77,0.68,0.87,0.92
73,0.65,0.87,0.92
72,0.59,0.85,0.92
71,0.55,0.85,0.92
70,0.53,0.85,0.92
68,0.53,0.84,0.92
64,0.52,0.85,0.92
67,0.47,0.85,0.93
66,0.45,0.84,0.92
65,0.45,0.85,0.92
69,0.43,0.83,0.93
23,0.41,0.77,0.76
31,0.4,0.85,0.82
22,0.4,0.77,0.76
36,0.39,0.86,0.86
30,0.39,0.76,0.76
19,0.38,0.76,0.76
29,0.37,0.76,0.76
34,0.37,0.85,0.86
35,0.37,0.85,0.86
17,0.36,0.76,0.76
63,0.36,0.84,0.93
25,0.36,0.76,0.76
62,0.36,0.84,0.92
32,0.36,0.84,0.82
24,0.36,0.76,0.76
26,0.35,0.76,0.76
61,0.35,0.84,0.92
13,0.35,0.76,0.76
33,0.35,0.85,0.86
18,0.35,0.75,0.76
21,0.35,0.75,0.76
10,0.34,0.75,0.75
20,0.34,0.76,0.76
60,0.34,0.84,0.93
27,0.34,0.76,0.76
28,0.34,0.76,0.76
11,0.34,0.75,0.75
16,0.33,0.75,0.77
14,0.33,0.76,0.77
12,0.33,0.75,0.76
56,0.33,0.84,0.92
15,0.32,0.75,0.76
37,0.32,0.86,0.86
9,0.3,0.74,0.76
53,0.3,0.84,0.92
55,0.3,0.84,0.92
59,0.3,0.84,0.92
8,0.29,0.74,0.76
4,0.29,0.71,0.78
7,0.28,0.74,0.76
54,0.28,0.84,0.92
58,0.27,0.84,0.92
6,0.27,0.73,0.75
5,0.26,0.75,0.75
57,0.26,0.84,0.92
3,0.26,0.72,0.78
45,0.25,0.84,0.92
39,0.25,0.84,0.86
40,0.24,0.83,0.86
46,0.24,0.84,0.92
38,0.23,0.83,0.86
41,0.22,0.83,0.86
51,0.21,0.83,0.92
52,0.21,0.83,0.92
47,0.21,0.84,0.92
44,0.21,0.84,0.92
43,0.21,0.84,0.92
42,0.21,0.83,0.86
50,0.2,0.83,0.92
49,0.18,0.83,0.92
48,0.17,0.83,0.92
2,0.07,0.66,0.76
1,0.02,0.5,0.71
